Selling Duration (in days),Selling Price (in euros),stad,Bouwjaar
28,189000,leeuwarden,1965
22,339000,leeuwarden,2011
28,175000,leeuwarden,1975
22,175000,leeuwarden,1965
13,424500,leeuwarden,1996
58,149000,leeuwarden,1960
20,179500,leeuwarden,1958
19,235000,leeuwarden,1990
39,125000,leeuwarden,1960
26,149000,leeuwarden,1900
92,175000,leeuwarden,1920
13,2e+05,leeuwarden,1974
16,279500,leeuwarden,1937
18,274500,leeuwarden,1982
17,174500,leeuwarden,1982
53,229500,leeuwarden,1935
18,325000,leeuwarden,1993
27,285000,leeuwarden,2000
48,299000,leeuwarden,2010
25,215000,leeuwarden,1930
17,167500,leeuwarden,1976
38,175000,leeuwarden,1982
10,125000,leeuwarden,1984
48,2e+05,leeuwarden,1975
16,419000,leeuwarden,2013
44,175000,leeuwarden,1958
38,199500,leeuwarden,1985
20,210000,leeuwarden,1986
0,299500,leeuwarden,2003
21,164000,leeuwarden,1925
186,250000,leeuwarden,1928
73,219000,leeuwarden,1981
44,249500,leeuwarden,2006
23,199000,leeuwarden,1954
11,165000,leeuwarden,1963
19,297500,leeuwarden,1974
6,185000,leeuwarden,1906
14,295000,leeuwarden,2005
17,648000,leeuwarden,2003
9,295000,leeuwarden,2006
27,172500,leeuwarden,1982
20,175000,leeuwarden,1974
23,239500,leeuwarden,1930
70,415000,leeuwarden,2017
124,299000,leeuwarden,1901
20,399000,leeuwarden,1981
14,195000,leeuwarden,1910
8,182500,leeuwarden,1981
43,249000,leeuwarden,1930
36,145000,leeuwarden,1919
24,139000,leeuwarden,1925
44,190000,leeuwarden,1930
30,117500,leeuwarden,1956
17,245000,leeuwarden,1934
22,144500,leeuwarden,1919
31,225000,leeuwarden,1993
7,190000,leeuwarden,1931
36,249500,leeuwarden,1918
22,149500,leeuwarden,1935
93,225000,leeuwarden,2018
151,239500,leeuwarden,1981
14,325000,leeuwarden,2018
13,215000,leeuwarden,1996
65,179500,leeuwarden,1975
20,199500,leeuwarden,1980
46,207500,leeuwarden,2020
46,207500,leeuwarden,2020
27,365000,leeuwarden,2008
21,237500,leeuwarden,1930
146,389000,leeuwarden,1970
17,229500,leeuwarden,1930
12,194500,leeuwarden,1930
45,179500,leeuwarden,1934
12,345000,leeuwarden,2019
26,188000,leeuwarden,1955
16,299500,leeuwarden,1993
17,139500,leeuwarden,2007
494,945000,leeuwarden,2009
10,195000,leeuwarden,1974
15,340000,leeuwarden,2008
18,599000,leeuwarden,2005
24,185000,leeuwarden,1963
12,214500,leeuwarden,1982
11,309500,leeuwarden,1990
19,190000,leeuwarden,1950
21,129000,leeuwarden,1963
34,159000,leeuwarden,1988
19,535000,leeuwarden,2004
19,185000,leeuwarden,1921
22,199000,leeuwarden,1958
34,134500,leeuwarden,1982
14,345000,leeuwarden,1935
19,294500,leeuwarden,2001
10,129500,leeuwarden,1962
17,329000,leeuwarden,1985
76,169500,leeuwarden,1988
14,169000,leeuwarden,1917
19,148500,leeuwarden,1919
33,199000,leeuwarden,1982
62,625000,leeuwarden,2004
18,159000,leeuwarden,1935
7,269000,leeuwarden,1977
22,149500,leeuwarden,1969
12,179500,leeuwarden,1968
38,199500,leeuwarden,1935
49,165000,leeuwarden,1930
82,198500,leeuwarden,1930
29,424500,leeuwarden,1916
24,189500,leeuwarden,1982
95,190000,leeuwarden,1932
75,359000,leeuwarden,2009
24,315000,leeuwarden,1930
8,235000,leeuwarden,1974
13,209000,leeuwarden,1975
20,130000,leeuwarden,1974
10,199500,leeuwarden,1974
6,199500,leeuwarden,1935
16,139500,leeuwarden,1930
17,134000,leeuwarden,1962
36,125000,leeuwarden,1919
10,319000,leeuwarden,2013
17,169000,leeuwarden,1930
16,145000,leeuwarden,1981
13,415000,leeuwarden,1993
30,279500,leeuwarden,2012
24,189500,leeuwarden,1989
11,395000,leeuwarden,1892
46,3e+05,leeuwarden,2017
37,552500,leeuwarden,1906
62,460000,leeuwarden,2001
23,199500,leeuwarden,1935
20,129500,leeuwarden,1935
79,159500,leeuwarden,1929
17,109000,leeuwarden,1963
46,237500,leeuwarden,2003
25,225000,leeuwarden,1995
63,240000,leeuwarden,2007
25,250000,leeuwarden,1987
11,215000,leeuwarden,1950
16,205000,leeuwarden,1975
19,225000,leeuwarden,1910
20,214500,leeuwarden,1980
25,150000,leeuwarden,1920
15,329000,leeuwarden,2001
62,299500,leeuwarden,1910
24,550000,leeuwarden,2000
48,185000,leeuwarden,1975
61,380000,leeuwarden,2009
65,192500,leeuwarden,1975
21,159500,leeuwarden,1930
16,249000,leeuwarden,2005
34,140000,leeuwarden,1930
60,349000,leeuwarden,2000
30,547000,leeuwarden,2005
40,349000,leeuwarden,2011
9,185000,leeuwarden,1928
12,250000,leeuwarden,1919
14,195000,leeuwarden,1930
32,219000,leeuwarden,1950
60,189000,leeuwarden,2000
30,235000,leeuwarden,2007
24,189500,leeuwarden,1972
16,399500,leeuwarden,2013
27,319500,leeuwarden,1930
27,224500,leeuwarden,1975
19,329500,leeuwarden,1625
340,155000,leeuwarden,1976
21,2e+05,leeuwarden,1974
7,185000,leeuwarden,2007
13,125000,leeuwarden,1982
27,164500,leeuwarden,1930
42,215000,leeuwarden,1930
17,389000,leeuwarden,2018
27,214500,leeuwarden,1976
27,195000,leeuwarden,1954
20,175000,leeuwarden,1930
26,439000,leeuwarden,1964
19,239500,leeuwarden,2004
52,310000,leeuwarden,1910
31,395000,leeuwarden,1611
54,145000,leeuwarden,1906
28,275000,leeuwarden,2010
26,189500,leeuwarden,1920
48,220000,leeuwarden,1991
23,275000,leeuwarden,2006
63,340000,leeuwarden,2004
18,139500,leeuwarden,1930
22,139500,leeuwarden,1900
28,289500,leeuwarden,2003
30,245000,leeuwarden,1980
28,129500,leeuwarden,1919
36,125000,leeuwarden,1953
19,210000,leeuwarden,1982
13,350000,leeuwarden,2003
18,319000,leeuwarden,2016
18,215000,leeuwarden,1930
10,285000,leeuwarden,1989
12,269000,leeuwarden,2008
23,299500,leeuwarden,2003
21,225000,leeuwarden,1930
91,625000,leeuwarden,2003
21,325000,leeuwarden,2010
15,128500,leeuwarden,1962
49,220000,leeuwarden,1906
25,179500,leeuwarden,1935
20,194500,leeuwarden,1932
22,225000,leeuwarden,1974
39,135000,leeuwarden,1960
23,184500,leeuwarden,1997
23,182500,leeuwarden,1935
24,174500,leeuwarden,1979
17,189000,leeuwarden,1975
27,169500,leeuwarden,1953
18,234500,leeuwarden,1935
12,165000,leeuwarden,1935
25,175000,leeuwarden,1961
14,275000,leeuwarden,1930
13,319000,leeuwarden,1918
11,229500,leeuwarden,2006
20,112500,leeuwarden,1981
10,409500,leeuwarden,1921
42,397500,leeuwarden,1990
148,225000,leeuwarden,1999
7,239000,leeuwarden,2005
16,165000,leeuwarden,1935
37,279000,leeuwarden,1999
17,325000,leeuwarden,2000
117,159500,leeuwarden,1932
23,239500,leeuwarden,2003
45,350000,leeuwarden,1994
20,215000,leeuwarden,1974
60,295000,leeuwarden,2011
13,165000,leeuwarden,1930
13,195000,leeuwarden,1903
14,315000,leeuwarden,2011
17,210000,leeuwarden,1977
55,145000,leeuwarden,1963
12,375000,leeuwarden,2001
46,195000,leeuwarden,1975
25,245000,leeuwarden,1934
10,159500,leeuwarden,1930
618,239500,leeuwarden,1900
26,124500,leeuwarden,1925
14,165000,leeuwarden,1997
47,335000,leeuwarden,1906
13,185000,leeuwarden,1900
29,219000,leeuwarden,1932
84,319000,leeuwarden,2005
38,175000,leeuwarden,1981
19,150000,leeuwarden,1974
36,275000,leeuwarden,1974
24,239500,leeuwarden,1900
10,275000,leeuwarden,1919
14,170000,leeuwarden,1958
20,285000,leeuwarden,2012
12,147500,leeuwarden,1963
33,142500,leeuwarden,1963
14,125000,leeuwarden,1991
18,475000,leeuwarden,2016
8,279500,leeuwarden,2012
98,224500,leeuwarden,1988
10,425000,leeuwarden,2015
18,255000,leeuwarden,2006
25,119500,leeuwarden,1981
22,399000,leeuwarden,1991
-1,399000,leeuwarden,1989
84,250000,leeuwarden,1913
20,225000,leeuwarden,1918
60,239000,leeuwarden,1963
20,525000,leeuwarden,1922
48,159500,leeuwarden,1928
15,229500,leeuwarden,1999
45,379000,leeuwarden,2009
17,319000,leeuwarden,2016
19,172500,leeuwarden,1930
5,120000,leeuwarden,1984
6,135000,leeuwarden,1956
67,144500,leeuwarden,1963
12,245000,leeuwarden,1935
7,409500,leeuwarden,2008
71,199500,leeuwarden,1650
68,152500,leeuwarden,1953
81,339000,leeuwarden,2007
20,225000,leeuwarden,1960
27,249500,leeuwarden,1989
20,239500,leeuwarden,1989
19,145000,leeuwarden,1925
9,275000,leeuwarden,1965
130,285000,leeuwarden,1932
61,225000,leeuwarden,1982
25,295000,leeuwarden,1988
35,217500,leeuwarden,1930
680,370020,leeuwarden,2020
620,380020,leeuwarden,2020
620,370020,leeuwarden,2020
739,370020,leeuwarden,2020
680,384820,leeuwarden,2020
620,330795,leeuwarden,2020
739,330795,leeuwarden,2020
20,199500,leeuwarden,1975
14,199500,leeuwarden,1917
20,150000,leeuwarden,1906
19,159500,leeuwarden,1935
15,269500,leeuwarden,1932
670,370020,leeuwarden,2020
110,550000,leeuwarden,1952
16,179500,leeuwarden,1975
14,395000,leeuwarden,2008
23,349500,leeuwarden,2011
70,169500,leeuwarden,1958
30,167500,leeuwarden,1948
12,260000,leeuwarden,2008
24,159500,leeuwarden,1908
8,215000,leeuwarden,1989
16,129500,leeuwarden,1957
18,172500,leeuwarden,1963
43,195000,leeuwarden,1982
11,312500,leeuwarden,2016
211,327500,leeuwarden,1961
24,339000,leeuwarden,2004
139,415000,leeuwarden,2016
24,275000,leeuwarden,2007
24,225000,leeuwarden,1950
23,249000,leeuwarden,1980
33,249000,leeuwarden,1987
32,150000,leeuwarden,1968
89,399000,leeuwarden,2020
87,380000,leeuwarden,2020
3,159500,leeuwarden,1981
14,159500,leeuwarden,1930
21,279500,leeuwarden,2003
9,325000,leeuwarden,2012
20,215000,leeuwarden,1982
14,169500,leeuwarden,1982
18,259500,leeuwarden,1974
8,269000,leeuwarden,1987
15,234500,leeuwarden,1989
91,224500,leeuwarden,1989
19,169000,leeuwarden,1925
16,375000,leeuwarden,2015
12,195000,leeuwarden,1920
18,275000,leeuwarden,1924
22,149000,leeuwarden,1930
28,235000,leeuwarden,1974
20,147500,leeuwarden,1954
29,295000,leeuwarden,2005
16,175000,leeuwarden,1932
42,289000,leeuwarden,1905
12,289500,leeuwarden,2001
16,165000,leeuwarden,1930
33,2e+05,leeuwarden,1980
12,129000,leeuwarden,1930
33,198000,leeuwarden,1971
8,225000,leeuwarden,1905
38,169500,leeuwarden,1973
24,269500,leeuwarden,2008
44,199500,leeuwarden,1974
11,234500,leeuwarden,2000
15,179500,leeuwarden,1979
20,109500,leeuwarden,1981
24,240000,leeuwarden,2003
17,299500,leeuwarden,1930
11,167500,leeuwarden,1959
494,350000,leeuwarden,1882
22,175000,leeuwarden,1930
20,385000,leeuwarden,2017
16,379500,leeuwarden,2016
27,219000,leeuwarden,1930
30,169000,leeuwarden,1980
12,224500,leeuwarden,1995
28,174500,leeuwarden,1901
27,148000,leeuwarden,1960
49,175000,leeuwarden,1974
21,274500,leeuwarden,1989
24,219500,leeuwarden,1939
19,159500,leeuwarden,1965
183,229500,leeuwarden,1975
12,179500,leeuwarden,2016
7,345000,leeuwarden,1931
45,250000,leeuwarden,1922
78,153500,leeuwarden,1935
20,195000,leeuwarden,1973
36,3e+05,leeuwarden,1932
20,325000,leeuwarden,2017
12,245000,leeuwarden,1990
283,239500,leeuwarden,2005
11,245000,leeuwarden,2006
10,169500,leeuwarden,1921
4,275000,leeuwarden,2001
10,349500,leeuwarden,2002
22,375000,leeuwarden,2008
33,210000,leeuwarden,1805
45,127500,leeuwarden,1990
20,159500,leeuwarden,1963
68,159000,leeuwarden,1930
28,4e+05,leeuwarden,2007
15,150000,leeuwarden,1930
19,182500,leeuwarden,1933
96,189500,leeuwarden,1995
248,549000,leeuwarden,1872
76,159000,leeuwarden,1982
7,285000,leeuwarden,2011
168,199500,leeuwarden,1935
18,145000,leeuwarden,1935
6,150000,leeuwarden,1926
13,250000,leeuwarden,1937
17,425000,leeuwarden,2007
26,379500,leeuwarden,2016
17,159500,leeuwarden,1998
19,149500,leeuwarden,1930
89,205000,leeuwarden,1973
72,250000,leeuwarden,1927
158,215000,leeuwarden,1974
37,109000,leeuwarden,1984
12,435000,leeuwarden,1992
26,149500,leeuwarden,1963
125,135000,leeuwarden,1968
11,145000,leeuwarden,1964
16,195000,leeuwarden,1982
45,169500,leeuwarden,1963
42,189500,leeuwarden,1980
13,189000,leeuwarden,1928
22,319000,leeuwarden,2008
5,159000,leeuwarden,1953
25,160000,leeuwarden,1981
112,279500,leeuwarden,2005
24,330000,leeuwarden,2010
10,195000,leeuwarden,1930
13,179500,leeuwarden,1930
14,274500,leeuwarden,2016
104,3e+05,leeuwarden,2010
81,299000,leeuwarden,1988
16,135000,leeuwarden,1935
25,137500,leeuwarden,1924
60,345000,leeuwarden,2005
173,369500,leeuwarden,1877
23,123500,leeuwarden,1919
0,139500,leeuwarden,1930
14,245000,leeuwarden,1973
19,330000,leeuwarden,2006
26,139500,leeuwarden,1930
19,155000,leeuwarden,1928
18,165000,leeuwarden,1930
15,375000,leeuwarden,2015
28,189500,leeuwarden,1981
347,195000,leeuwarden,1935
21,132500,leeuwarden,1935
23,123500,leeuwarden,1919
0,139500,leeuwarden,1930
14,245000,leeuwarden,1973
19,330000,leeuwarden,2006
26,139500,leeuwarden,1930
19,155000,leeuwarden,1928
18,165000,leeuwarden,1930
15,375000,leeuwarden,2015
28,189500,leeuwarden,1981
347,195000,leeuwarden,1935
21,132500,leeuwarden,1935
1,259500,leeuwarden,2003
189,245000,leeuwarden,1958
28,259500,leeuwarden,2007
44,169500,leeuwarden,1935
38,135000,leeuwarden,1919
13,475000,leeuwarden,2000
33,189500,leeuwarden,1974
15,109500,leeuwarden,1981
71,182500,leeuwarden,1982
25,145000,leeuwarden,1930
28,329500,leeuwarden,1990
16,220000,leeuwarden,1972
18,285000,leeuwarden,2001
23,299500,leeuwarden,1999
1,259500,leeuwarden,2003
189,245000,leeuwarden,1958
28,259500,leeuwarden,2007
44,169500,leeuwarden,1935
38,135000,leeuwarden,1919
13,475000,leeuwarden,2000
33,189500,leeuwarden,1974
15,109500,leeuwarden,1981
71,182500,leeuwarden,1982
25,145000,leeuwarden,1930
28,329500,leeuwarden,1990
16,220000,leeuwarden,1972
18,285000,leeuwarden,2001
23,299500,leeuwarden,1999
41,275000,leeuwarden,1930
52,169500,leeuwarden,1935
73,195000,leeuwarden,1932
13,229000,leeuwarden,1994
14,209000,leeuwarden,1988
24,185000,leeuwarden,1963
31,131000,leeuwarden,1924
101,192500,leeuwarden,1986
24,289500,leeuwarden,2006
25,185000,leeuwarden,1981
271,142500,leeuwarden,1926
20,339000,leeuwarden,2003
23,189500,leeuwarden,1934
875,6e+05,leeuwarden,2002
13,249000,maastricht,2008
17,310000,maastricht,1980
16,275000,maastricht,1992
12,375000,maastricht,1971
30,298000,maastricht,1969
16,369000,maastricht,1970
13,725000,maastricht,2020
141,899000,maastricht,1930
21,250000,maastricht,1978
134,329000,maastricht,2021
12,275000,maastricht,1965
29,199000,maastricht,1970
13,169000,maastricht,1941
26,185000,maastricht,1987
20,169000,maastricht,1958
15,175000,maastricht,1965
14,550000,maastricht,1976
25,275000,maastricht,1979
36,475000,maastricht,1972
26,269000,maastricht,1979
22,375000,maastricht,1920
33,315000,maastricht,1965
26,239000,maastricht,1982
156,439000,maastricht,2008
56,375000,maastricht,1998
0,189000,maastricht,1967
1,465000,maastricht,1935
96,8e+05,maastricht,1935
15,279000,maastricht,1988
67,595000,maastricht,1937
17,449000,maastricht,2010
17,785000,maastricht,1930
29,197000,maastricht,1990
11,219000,maastricht,1949
136,329000,maastricht,2021
32,625000,maastricht,1900
-1,380000,maastricht,1997
49,475000,maastricht,1923
23,480000,maastricht,2006
28,195000,maastricht,1955
17,359500,maastricht,2007
42,279000,maastricht,1992
32,249000,maastricht,1991
35,239000,maastricht,1997
24,380000,maastricht,1850
20,209000,maastricht,1998
230,320000,maastricht,1939
160,290000,maastricht,1955
33,369000,maastricht,1986
139,249000,maastricht,1962
261,189900,maastricht,1910
24,2e+05,maastricht,1952
268,125000,maastricht,1950
150,293000,maastricht,1871
-1,159000,maastricht,1969
310,599000,maastricht,1752
6,197500,maastricht,1979
27,259000,maastricht,1982
32,225000,maastricht,1920
1,275000,maastricht,1957
21,265000,maastricht,1966
26,325000,maastricht,1969
26,6e+05,maastricht,1969
26,275000,maastricht,1969
234,355000,maastricht,2021
84,485000,maastricht,1978
19,289000,maastricht,1974
104,650000,maastricht,1979
14,499000,maastricht,1957
19,189000,maastricht,1965
0,195000,maastricht,1965
14,275000,maastricht,1994
55,385000,maastricht,1910
17,175000,maastricht,1975
230,345000,maastricht,2021
16,195000,maastricht,1951
22,195000,maastricht,1966
17,214500,maastricht,1976
19,398000,maastricht,1965
30,199000,maastricht,1930
25,249500,maastricht,1976
141,307500,maastricht,2021
141,289500,maastricht,2021
141,289500,maastricht,2021
141,309500,maastricht,2021
141,289500,maastricht,2021
141,289500,maastricht,2021
141,304500,maastricht,2021
141,254500,maastricht,2021
141,299500,maastricht,2021
141,254500,maastricht,2021
141,254500,maastricht,2021
141,254500,maastricht,2021
141,254500,maastricht,2021
141,254500,maastricht,2021
141,262500,maastricht,2021
220,489500,maastricht,2021
34,299000,maastricht,1990
-1,525000,maastricht,1990
20,1250000,maastricht,1975
102,289000,maastricht,1957
111,319000,maastricht,2021
16,191500,maastricht,1965
65,695000,maastricht,2002
32,230000,maastricht,1973
0,115000,maastricht,1966
20,3e+05,maastricht,1955
36,199500,maastricht,1976
14,199500,maastricht,1976
0,649000,maastricht,1977
16,199500,maastricht,1956
108,259000,maastricht,1887
571,1490000,maastricht,1989
431,890000,maastricht,1976
108,319000,maastricht,2021
219,331000,maastricht,2021
19,225000,maastricht,1965
18,2e+05,maastricht,1991
18,250000,maastricht,1982
18,225000,maastricht,1940
15,385000,maastricht,1930
84,825000,maastricht,1920
17,175000,maastricht,1960
25,229000,maastricht,1972
20,375000,maastricht,1997
30,239000,maastricht,1982
23,475000,maastricht,1978
23,369000,maastricht,1925
82,289000,maastricht,1974
20,229000,maastricht,1970
26,315000,maastricht,2008
20,219000,maastricht,1963
49,948000,maastricht,2001
27,135000,maastricht,1980
24,250000,maastricht,1979
21,215000,maastricht,1991
437,1375000,maastricht,1850
15,265000,maastricht,1976
-13,175000,maastricht,1970
270,580000,maastricht,2001
739,379000,maastricht,1954
17,209000,maastricht,1969
15,325000,maastricht,1977
70,460000,maastricht,1974
20,398000,maastricht,1925
106,589000,maastricht,1990
26,280000,maastricht,2007
22,339000,maastricht,2002
106,361000,maastricht,2021
94,299000,maastricht,2021
9,175000,maastricht,1973
0,815000,maastricht,1934
207,375000,maastricht,2021
200,296000,maastricht,2021
200,331000,maastricht,2021
126,550000,maastricht,1933
16,225000,maastricht,1960
65,215000,maastricht,1930
6,170000,maastricht,1964
94,339000,maastricht,2021
14,259000,maastricht,1969
21,199000,maastricht,1973
50,1015000,maastricht,1967
68,285000,maastricht,1993
107,229000,maastricht,1972
18,349000,maastricht,1965
43,299000,maastricht,1985
16,210000,maastricht,1964
191,530000,maastricht,1999
14,165000,maastricht,1965
20,495000,maastricht,2000
58,215000,maastricht,1963
13,215000,maastricht,1910
26,399000,maastricht,1997
38,215000,maastricht,1968
40,330000,maastricht,2020
21,4e+05,maastricht,1993
27,498000,maastricht,1933
10,389000,maastricht,1997
35,195000,maastricht,1980
29,215000,maastricht,1933
16,419000,maastricht,1998
63,375000,maastricht,2007
18,287500,maastricht,1880
15,225000,maastricht,1965
25,395000,maastricht,1934
10,249000,maastricht,1994
-11,195000,maastricht,1958
452,475000,maastricht,1721
22,469000,maastricht,1938
19,299000,maastricht,1971
26,275000,maastricht,1997
11,485000,maastricht,1997
59,199000,maastricht,1980
69,269000,maastricht,1979
46,350000,maastricht,1968
26,487500,maastricht,1958
28,225000,maastricht,1996
84,351000,maastricht,2021
84,324000,maastricht,2021
23,239000,maastricht,1906
54,299000,maastricht,1970
15,349000,maastricht,1998
28,365000,maastricht,1989
16,250000,maastricht,1980
253,295000,maastricht,1930
14,845000,maastricht,1774
18,645000,maastricht,2006
84,499000,maastricht,1936
23,140000,maastricht,1966
26,260000,maastricht,1972
79,4e+05,maastricht,2021
23,165000,maastricht,1960
39,3e+05,maastricht,1993
17,189000,maastricht,1965
16,235000,maastricht,1991
84,299000,maastricht,2021
80,299000,maastricht,2021
76,329000,maastricht,2021
112,595000,maastricht,2010
35,350000,maastricht,1910
13,199500,maastricht,1976
20,375000,maastricht,2001
19,315000,maastricht,1920
25,225000,maastricht,1969
18,375000,maastricht,1972
27,369000,maastricht,1965
19,250000,maastricht,1925
13,185500,maastricht,1976
80,319000,maastricht,2021
80,399000,maastricht,2021
72,4e+05,maastricht,2021
13,249000,maastricht,1981
417,1075000,maastricht,2015
40,349000,maastricht,1998
26,425000,maastricht,1923
0,375000,maastricht,1997
16,179500,maastricht,1956
62,209000,maastricht,1992
46,369000,maastricht,2011
68,398000,maastricht,1991
335,879000,maastricht,2019
0,775000,maastricht,2006
27,395000,maastricht,1976
19,650000,maastricht,1979
31,335000,maastricht,1980
18,229000,maastricht,1979
13,199900,maastricht,1980
7,249000,maastricht,1934
17,289000,maastricht,1988
25,275000,maastricht,1962
11,399000,maastricht,1700
21,224900,maastricht,1980
19,224000,maastricht,1998
26,224000,maastricht,1965
16,257500,maastricht,1984
0,329000,maastricht,1975
20,550000,maastricht,1933
19,599000,maastricht,1980
172,395000,maastricht,2021
160,370000,maastricht,2021
160,390000,maastricht,2021
16,239000,maastricht,1991
27,159000,maastricht,1976
19,249000,maastricht,1997
29,260000,maastricht,1978
70,309000,maastricht,2021
70,309000,maastricht,2021
58,319000,maastricht,2021
69,409000,maastricht,2021
70,389000,maastricht,2021
24,349000,maastricht,1960
14,450000,maastricht,2006
12,625000,maastricht,1900
14,139500,maastricht,1980
6,220000,maastricht,1982
56,349000,maastricht,1986
31,189000,maastricht,1979
52,249000,maastricht,2021
52,319000,maastricht,2021
169,305000,maastricht,2021
0,235000,maastricht,1977
29,574000,maastricht,1979
27,225000,maastricht,1978
11,155000,maastricht,1982
32,395000,maastricht,1962
53,319000,maastricht,1997
21,239000,maastricht,1953
6,150000,maastricht,1975
24,345000,maastricht,1988
19,295000,maastricht,1980
26,249000,maastricht,1928
41,340000,maastricht,1899
28,339000,maastricht,1935
93,349000,maastricht,1962
19,249000,maastricht,1955
21,177000,maastricht,1976
77,757000,maastricht,1959
20,179000,maastricht,1949
27,375000,maastricht,1960
152,685000,maastricht,2006
49,339000,maastricht,2021
160,390000,maastricht,2021
160,361000,maastricht,2021
20,365000,maastricht,1970
68,550000,maastricht,1934
49,339000,maastricht,2021
49,329000,maastricht,2021
49,329000,maastricht,2021
49,349000,maastricht,2021
49,339000,maastricht,2021
49,334000,maastricht,2021
49,349000,maastricht,2021
12,179500,maastricht,1976
14,275000,maastricht,1994
13,186500,maastricht,1976
37,345000,maastricht,1965
72,550000,maastricht,1800
25,275000,maastricht,1976
23,239000,maastricht,1981
59,395000,maastricht,1955
10,149000,maastricht,1964
15,175000,maastricht,1960
3,175000,maastricht,1967
39,269000,maastricht,1980
150,345000,maastricht,2021
20,385000,maastricht,1970
54,165000,maastricht,1960
24,240000,maastricht,1975
23,294000,maastricht,1910
24,465000,maastricht,1960
0,365000,maastricht,1965
20,325000,maastricht,1987
432,980000,maastricht,1957
294,659000,maastricht,1981
16,215000,maastricht,1980
48,425000,maastricht,1951
9,219000,maastricht,1989
80,3e+05,maastricht,1989
30,450000,maastricht,1920
21,280000,maastricht,1988
21,127500,maastricht,1976
22,325000,maastricht,1965
49,309000,maastricht,2021
11,235000,maastricht,1991
144,365000,maastricht,2021
10,515000,maastricht,1992
21,325000,maastricht,1969
52,350000,maastricht,1935
311,495000,maastricht,1650
91,219000,maastricht,1959
29,325000,maastricht,1965
24,150000,maastricht,1965
15,189000,maastricht,1989
140,420000,maastricht,2021
27,4e+05,maastricht,1980
109,915000,maastricht,1893
11,217500,maastricht,1989
45,229000,maastricht,1921
27,1125000,maastricht,1989
143,420000,maastricht,2021
15,225000,maastricht,1983
17,422000,maastricht,1930
139,480000,maastricht,1996
44,295000,maastricht,2021
28,199000,maastricht,1965
24,235000,maastricht,1920
40,895000,maastricht,1723
21,375000,maastricht,2009
16,314000,maastricht,1998
16,192000,maastricht,1965
88,799000,maastricht,2019
17,229000,maastricht,1965
8,395000,maastricht,2003
61,269000,maastricht,1949
9,350000,maastricht,1920
81,235000,maastricht,1932
19,225000,maastricht,1985
16,349000,maastricht,1997
27,389000,maastricht,1996
31,349000,maastricht,1956
147,565000,maastricht,1975
19,275000,maastricht,1994
21,165000,maastricht,1971
158,450000,maastricht,1996
49,199000,maastricht,1904
131,349000,maastricht,1997
139,351000,maastricht,2021
131,420000,maastricht,2021
131,335000,maastricht,2021
28,760000,maastricht,1901
27,355000,maastricht,2000
13,249000,maastricht,1980
17,185000,maastricht,1965
101,695000,maastricht,1920
24,299500,maastricht,1979
137,420000,maastricht,2021
130,395000,maastricht,2021
24,239000,maastricht,1949
42,325000,maastricht,1960
73,399000,maastricht,1962
22,385000,maastricht,2003
50,375000,maastricht,2010
56,475000,maastricht,1927
16,450000,maastricht,1955
61,275000,maastricht,1924
23,325000,maastricht,1977
129,395000,maastricht,2021
12,645000,maastricht,1900
84,358000,maastricht,2006
25,525000,maastricht,1991
49,649000,maastricht,2008
339,249000,maastricht,1993
135,399500,maastricht,2021
134,579000,maastricht,2021
126,619000,maastricht,2021
126,325000,maastricht,2021
49,325000,maastricht,1993
40,699000,maastricht,1889
21,250000,maastricht,1992
12,969000,maastricht,1972
17,398000,maastricht,1995
22,177000,maastricht,1976
24,425000,maastricht,2000
229,439000,maastricht,1999
13,179000,maastricht,1973
191,649000,maastricht,1981
190,149000,maastricht,1920
231,469500,maastricht,2019
1375,429000,maastricht,1966
55,175000,maastricht,1976
19,335000,maastricht,2007
21,283000,maastricht,1970
67,275000,maastricht,1993
75,195000,maastricht,1965
145,675000,maastricht,1946
21,329000,maastricht,1990
13,269000,maastricht,1992
100,550000,maastricht,1911
68,389000,maastricht,2000
14,539500,maastricht,2003
28,825000,maastricht,1906
0,399000,maastricht,1997
27,185000,maastricht,1980
31,229000,maastricht,1964
12,249000,maastricht,1992
33,419000,maastricht,1949
16,375000,maastricht,1993
45,530000,maastricht,1995
20,385000,maastricht,1971
38,3e+05,maastricht,1926
12,182500,maastricht,1976
22,275000,maastricht,1963
26,295000,maastricht,1933
29,185000,maastricht,1995
20,185000,maastricht,1981
33,449000,maastricht,1997
21,235000,maastricht,1977
27,449000,maastricht,1923
15,209000,maastricht,1979
57,469000,maastricht,1930
74,269000,maastricht,1983
7,142000,maastricht,1964
25,169000,maastricht,1958
6,175000,maastricht,1734
58,195000,maastricht,2005
57,575000,maastricht,1904
57,325000,maastricht,1904
18,239000,maastricht,1994
21,285000,maastricht,1974
21,265000,maastricht,1981
30,595000,maastricht,1810
22,235000,maastricht,1971
29,995000,maastricht,1906
9,289000,maastricht,1930
28,364000,maastricht,2006
19,369000,maastricht,1961
19,235000,maastricht,1977
24,189000,maastricht,1968
30,169000,maastricht,1960
62,399000,maastricht,1996
8,365000,maastricht,1984
7,149000,maastricht,1980
54,184000,maastricht,1960
17,185000,maastricht,1969
47,225000,maastricht,1980
26,960000,maastricht,1979
64,235000,maastricht,1973
27,199500,maastricht,1992
13,259000,maastricht,1890
18,269000,maastricht,1992
165,550000,maastricht,1935
27,369000,maastricht,2002
